,Date,Away,Home,Favorite,Line,Over/Under
0,2021-10-19,BKN,MIL,MIL,-1.5,233.5
1,2021-10-19,GSW,LAL,LAL,-3.0,226.0
2,2021-10-20,BOS,NYK,NYK,-2.5,219.5
3,2021-10-20,DEN,PHX,PHX,-6.0,224.0
4,2021-10-21,DAL,ATL,ATL,-2.5,225.5
5,2021-10-21,LAC,GSW,GSW,-4.0,229.0
6,2021-10-22,BKN,PHI,BKN,-1.0,224.5
7,2021-10-22,PHX,LAL,PHX,-1.0,221.5
8,2021-12-25,ATL,NYK,NYK,-6.0,206.5
9,2021-12-25,BOS,MIL,MIL,-7.5,221.5
10,2021-12-25,GSW,PHX,PHX,-6.0,215.5
11,2021-12-25,BKN,LAL,LAL,-2.5,222.0
12,2021-12-25,DAL,UTA,UTA,-13.5,214.0
13,2021-10-20,IND,CHA,IND,-1.5,223.0
14,2021-10-20,CHI,DET,CHI,-5.0,218.0
15,2021-10-20,WAS,TOR,TOR,-2.5,223.0
16,2021-10-20,CLE,MEM,MEM,-7.0,218.5
17,2021-10-20,HOU,MIN,MIN,-6.5,232.0
18,2021-10-20,PHI,NOP,PHI,-3.5,224.0
19,2021-10-20,ORL,SAS,SAS,-7.0,212.5
20,2021-10-20,OKC,UTA,UTA,-14.0,221.5
21,2021-10-20,SAC,POR,POR,-6.5,234.0
22,2021-10-21,MIL,MIA,MIA,-2.5,222.5
23,2021-10-22,CHA,CLE,CHA,-2.5,226.0
24,2021-10-22,NYK,ORL,NYK,-7.5,212.0
25,2021-10-22,IND,WAS,IND,-2.0,225.0
26,2021-10-22,TOR,BOS,BOS,-7.0,217.5
27,2021-10-22,NOP,CHI,CHI,-6.5,223.0
28,2021-10-22,OKC,HOU,HOU,-3.0,220.5
29,2021-10-22,SAS,DEN,DEN,-7.5,222.0
30,2021-10-22,UTA,SAC,UTA,-6.5,226.5
31,2021-10-23,ATL,CLE,ATL,-8.5,223.0
32,2021-10-23,MIA,IND,MIA,-3.0,222.0
33,2021-10-23,DAL,TOR,DAL,-4.5,216.5
34,2021-10-23,DET,CHI,CHI,-8.0,213.5
35,2021-10-23,NOP,MIN,MIN,-7.5,228.5
36,2021-10-23,MIL,SAS,MIL,-6.0,225.5
37,2021-10-23,PHX,POR,POR,-3.0,229.0
38,2021-10-23,MEM,LAC,LAC,-4.0,226.5
39,2021-10-24,CHA,BKN,BKN,-9.0,233.0
40,2021-10-24,ORL,NYK,NYK,-12.0,212.0
41,2021-10-24,BOS,HOU,BOS,-5.5,221.0
42,2021-10-24,PHI,OKC,PHI,-10.0,216.0
43,2021-10-24,GSW,SAC,GSW,-3.0,234.5
44,2021-10-24,MEM,LAL,LAL,-5.0,225.5
45,2021-10-25,BOS,CHA,BOS,-2.0,224.5
46,2021-10-25,MIL,IND,MIL,-2.0,229.5
47,2021-10-25,DET,ATL,ATL,-11.5,212.5
48,2021-10-25,WAS,BKN,BKN,-6.0,229.5
49,2021-10-25,ORL,MIA,MIA,-13.5,211.5
50,2021-10-25,CHI,TOR,CHI,-2.5,213.5
51,2021-10-25,NOP,MIN,MIN,-5.5,224.5
52,2021-10-25,CLE,DEN,DEN,-9.5,221.5
53,2021-10-25,POR,LAC,LAC,-2.5,230.0
54,2021-10-26,PHI,NYK,NYK,-1.0,217.0
55,2021-10-26,GSW,OKC,GSW,-9.5,223.5
56,2021-10-26,HOU,DAL,DAL,-11.0,222.5
57,2021-10-26,LAL,SAS,SAS,-2.5,219.5
58,2021-10-26,DEN,UTA,UTA,-7.5,218.5
59,2021-10-27,CHA,ORL,CHA,-5.0,221.0
60,2021-10-27,WAS,BOS,BOS,-4.0,224.0
61,2021-10-27,MIA,BKN,BKN,-3.5,217.5
62,2021-10-27,IND,TOR,TOR,-1.0,214.0
63,2021-10-27,ATL,NOP,ATL,-5.0,220.5
64,2021-10-27,MIN,MIL,MIL,-6.0,231.5
65,2021-10-27,LAL,OKC,LAL,-5.5,217.0
66,2021-10-27,SAC,PHX,PHX,-8.0,224.5
67,2021-10-27,MEM,POR,POR,-2.5,233.0
68,2021-10-27,CLE,LAC,LAC,-8.0,219.0
69,2021-10-28,DET,PHI,PHI,-11.0,211.5
70,2021-10-28,ATL,WAS,ATL,-4.0,222.0
71,2021-10-28,NYK,CHI,CHI,-1.5,216.5
72,2021-10-28,UTA,HOU,UTA,-9.5,222.5
73,2021-10-28,SAS,DAL,DAL,-6.5,219.5
74,2021-10-28,MEM,GSW,GSW,-6.0,228.5
75,2021-10-29,ORL,TOR,TOR,-9.5,206.0
76,2021-10-29,IND,BKN,BKN,-8.5,223.0
77,2021-10-29,CHA,MIA,MIA,-7.0,221.5
78,2021-10-29,SAC,NOP,SAC,-1.0,221.5
79,2021-10-29,DAL,DEN,DEN,-4.0,216.5
80,2021-10-29,LAC,POR,POR,-3.5,223.5
81,2021-10-29,CLE,LAL,LAL,-8.5,222.0
82,2021-10-30,BOS,WAS,WAS,-2.0,223.5
83,2021-10-30,ORL,DET,DET,-6.0,207.5
84,2021-10-30,NYK,NOP,NYK,-8.0,214.0
85,2021-10-30,TOR,IND,IND,-3.0,212.5
86,2021-10-30,ATL,PHI,PHI,-3.5,217.0
87,2021-10-30,UTA,CHI,UTA,-3.5,218.5
88,2021-10-30,MIA,MEM,MEM,-3.5,215.0
89,2021-10-30,SAS,MIL,MIL,-7.0,223.5
90,2021-10-30,OKC,GSW,GSW,-12.5,217.0
91,2021-10-30,DEN,MIN,MIN,-1.5,219.5
92,2021-10-30,CLE,PHX,PHX,-10.0,216.0
93,2021-10-31,SAC,DAL,DAL,-4.5,218.5
94,2021-10-31,POR,CHA,POR,-2.0,231.0
95,2021-10-31,UTA,MIL,UTA,-5.0,222.0
96,2021-10-31,DET,BKN,BKN,-12.0,211.0
97,2021-10-31,HOU,LAL,LAL,-11.0,224.0
98,2021-11-01,CLE,CHA,CHA,-5.0,220.0
99,2021-11-01,SAS,IND,IND,-2.5,215.5
100,2021-11-01,POR,PHI,POR,-2.0,220.0
101,2021-11-01,WAS,ATL,ATL,-5.5,222.0
102,2021-11-01,CHI,BOS,BOS,-3.0,215.5
103,2021-11-01,TOR,NYK,NYK,-7.5,209.0
104,2021-11-01,DEN,MEM,MEM,-2.0,215.5
105,2021-11-01,ORL,MIN,MIN,-8.5,216.5
106,2021-11-01,OKC,LAC,LAC,-12.5,210.0
107,2021-11-02,MIL,DET,MIL,-4.5,212.0
108,2021-11-02,MIA,DAL,MIA,-2.5,209.5
109,2021-11-02,SAC,UTA,UTA,-9.0,223.5
110,2021-11-02,NOP,PHX,PHX,-10.0,215.0
111,2021-11-02,HOU,LAL,LAL,-11.0,219.5
112,2021-11-03,POR,CLE,POR,-5.5,216.5
113,2021-11-03,NYK,IND,IND,-1.0,216.0
114,2021-11-03,BOS,ORL,BOS,-7.0,212.5
115,2021-11-03,CHI,PHI,PHI,-2.5,215.5
116,2021-11-03,TOR,WAS,WAS,-3.5,212.0
117,2021-11-03,ATL,BKN,BKN,-4.5,221.0
118,2021-11-03,DEN,MEM,DEN,-1.0,215.5
119,2021-11-03,LAC,MIN,LAC,-2.5,213.0
120,2021-11-03,DAL,SAS,DAL,-2.0,217.0
121,2021-11-03,CHA,GSW,GSW,-6.0,226.5
122,2021-11-03,NOP,SAC,SAC,-6.0,219.0
123,2021-11-04,PHI,DET,PHI,-4.5,208.0
124,2021-11-04,UTA,ATL,UTA,-1.0,218.5
125,2021-11-04,BOS,MIA,MIA,-6.5,213.5
126,2021-11-04,HOU,PHX,PHX,-11.5,220.0
127,2021-11-04,OKC,LAL,LAL,-10.5,215.0
128,2021-11-05,BKN,DET,BKN,-9.5,210.0
129,2021-11-05,SAS,ORL,SAS,-4.0,213.0
130,2021-11-05,MEM,WAS,WAS,-2.5,220.5
131,2021-11-05,CLE,TOR,TOR,-6.0,204.0
132,2021-11-05,NYK,MIL,MIL,-3.5,217.0
133,2021-11-05,LAC,MIN,LAC,-2.5,215.5
134,2021-11-05,NOP,GSW,GSW,-9.5,213.5
135,2021-11-05,IND,POR,POR,-5.5,222.5
136,2021-11-05,CHA,SAC,SAC,-2.0,232.0
137,2021-11-06,HOU,DEN,DEN,-11.5,215.0
138,2021-11-06,UTA,MIA,MIA,0,211.5
139,2021-11-06,PHI,CHI,CHI,-4.0,215.0
140,2021-11-06,BOS,DAL,DAL,-3.5,211.0
141,2021-11-06,ATL,PHX,PHX,-3.5,222.0
142,2021-11-06,LAL,POR,POR,-5.0,223.5
143,2021-11-07,BKN,TOR,BKN,-3.5,210.5
144,2021-11-07,CLE,NYK,NYK,-7.5,207.5
145,2021-11-07,UTA,ORL,UTA,-11.0,211.0
146,2021-11-07,MIL,WAS,MIL,-1.0,219.0
147,2021-11-07,IND,SAC,SAC,-2.5,225.0
148,2021-11-07,SAS,OKC,SAS,-3.5,213.5
149,2021-11-07,HOU,GSW,GSW,-13.0,218.5
150,2021-11-07,CHA,LAC,LAC,-6.0,224.5
151,2021-11-08,NYK,PHI,NYK,-2.0,213.5
152,2021-11-08,BKN,CHI,BKN,-1.0,216.5
153,2021-11-08,MIN,MEM,MEM,-4.5,220.5
154,2021-11-08,NOP,DAL,DAL,-9.0,210.5
155,2021-11-08,MIA,DEN,MIA,-1.5,203.0
156,2021-11-08,ATL,GSW,GSW,-3.5,222.5
157,2021-11-08,PHX,SAC,PHX,-3.5,224.0
158,2021-11-08,CHA,LAL,LAL,-2.5,225.5
159,2021-11-09,MIL,PHI,MIL,-6.5,215.0
160,2021-11-09,ATL,UTA,UTA,-8.5,223.0
161,2021-11-09,POR,LAC,LAC,-3.0,220.0
162,2021-11-10,WAS,CLE,WAS,-3.0,209.0
163,2021-11-10,BKN,ORL,BKN,-10.0,211.0
164,2021-11-10,TOR,BOS,BOS,-3.0,206.0
165,2021-11-10,MIL,NYK,NYK,-3.5,216.0
166,2021-11-10,DET,HOU,HOU,-3.0,210.5
167,2021-11-10,DAL,CHI,CHI,-3.5,215.0
168,2021-11-10,CHA,MEM,MEM,-4.5,228.0
169,2021-11-10,OKC,NOP,NOP,-4.0,208.5
170,2021-11-10,SAC,SAS,SAS,-1.0,222.0
171,2021-11-10,IND,DEN,IND,-3.0,205.0
172,2021-11-10,POR,PHX,PHX,-5.0,225.0
173,2021-11-10,MIN,GSW,GSW,-7.5,222.5
174,2021-11-10,MIA,LAL,MIA,-5.5,215.5
175,2021-11-11,TOR,PHI,PHI,-4.0,212.5
176,2021-11-11,IND,UTA,UTA,-10.5,215.0
177,2021-11-11,MIA,LAC,LAC,-5.0,211.5
178,2021-11-12,NYK,CHA,NYK,-2.5,224.5
179,2021-11-12,MIL,BOS,BOS,-5.5,209.5
180,2021-11-12,DET,CLE,CLE,-4.5,200.0
181,2021-11-12,POR,HOU,POR,-7.5,222.5
182,2021-11-12,PHX,MEM,PHX,-2.0,222.5
183,2021-11-12,BKN,NOP,BKN,-9.5,214.5
184,2021-11-12,SAC,OKC,SAC,-5.0,218.5
185,2021-11-12,DAL,SAS,DAL,-2.5,220.0
186,2021-11-12,ATL,DEN,DEN,-3.5,214.0
187,2021-11-12,CHI,GSW,GSW,-5.5,222.5
188,2021-11-12,MIN,LAL,LAL,-1.5,223.5
189,2021-11-13,MIA,UTA,UTA,-8.0,212.0
190,2021-11-13,PHI,IND,IND,-3.5,213.5
191,2021-11-13,WAS,ORL,WAS,-4.5,203.5
192,2021-11-13,MEM,NOP,MEM,-3.5,218.5
193,2021-11-13,DET,TOR,TOR,-8.5,203.0
194,2021-11-13,BOS,CLE,BOS,-1.0,202.0
195,2021-11-13,MIN,LAC,LAC,-7.0,220.5
196,2021-11-14,SAS,LAL,LAL,-2.5,219.5
197,2021-11-14,MIL,ATL,ATL,-2.0,223.5
198,2021-11-14,GSW,CHA,GSW,-5.0,227.5
199,2021-11-14,PHX,HOU,PHX,-8.5,221.5
200,2021-11-14,BKN,OKC,BKN,-9.0,215.5
201,2021-11-14,POR,DEN,DEN,-6.0,208.0
202,2021-11-14,CHI,LAC,LAC,-3.5,218.5
203,2021-11-15,BOS,CLE,BOS,-4.0,200.0
204,2021-11-15,SAC,DET,SAC,-4.5,213.5
205,2021-11-15,NOP,WAS,WAS,-4.5,208.5
206,2021-11-15,ORL,ATL,ATL,-10.5,215.0
207,2021-11-15,IND,NYK,NYK,-3.0,211.5
208,2021-11-15,DEN,DAL,DAL,-5.5,209.5
209,2021-11-15,HOU,MEM,MEM,-11.5,219.0
210,2021-11-15,PHX,MIN,PHX,-4.0,222.0
211,2021-11-15,MIA,OKC,MIA,-6.5,207.0
212,2021-11-15,TOR,POR,POR,-3.0,215.5
213,2021-11-15,CHI,LAL,CHI,-2.0,216.0
214,2021-11-16,GSW,BKN,BKN,-2.5,223.0
215,2021-11-16,PHI,UTA,UTA,-11.5,217.0
216,2021-11-16,SAS,LAC,LAC,-8.0,221.0
217,2021-11-17,WAS,CHA,CHA,-1.0,220.0
218,2021-11-17,IND,DET,IND,-6.5,206.0
219,2021-11-17,BOS,ATL,ATL,-5.0,216.0
220,2021-11-17,CLE,BKN,BKN,-9.5,206.5
221,2021-11-17,NOP,MIA,MIA,-6.5,210.5
222,2021-11-17,ORL,NYK,NYK,-11.5,207.0
223,2021-11-17,LAL,MIL,MIL,-9.0,222.5
224,2021-11-17,SAC,MIN,MIN,-2.5,228.0
225,2021-11-17,HOU,OKC,OKC,-3.0,214.5
226,2021-11-17,DAL,PHX,PHX,-8.0,212.0
227,2021-11-17,CHI,POR,POR,-3.5,221.0
228,2021-11-18,GSW,CLE,GSW,-9.5,208.5
229,2021-11-18,WAS,MIA,MIA,-6.5,206.5
230,2021-11-18,LAC,MEM,MEM,0,220.5
231,2021-11-18,SAS,MIN,MIN,-2.0,219.5
232,2021-11-18,PHI,DEN,DEN,-7.5,209.0
233,2021-11-18,TOR,UTA,UTA,-10.5,214.5
234,2021-11-19,IND,CHA,IND,-1.0,216.5
235,2021-11-19,GSW,DET,GSW,-2.0,201.5
236,2021-11-19,LAL,BOS,BOS,-1.0,213.5
237,2021-11-19,ORL,BKN,BKN,-9.5,209.5
238,2021-11-19,OKC,MIL,MIL,-12.5,215.5
239,2021-11-19,LAC,NOP,LAC,-4.5,214.5
240,2021-11-19,CHI,DEN,CHI,-3.0,206.0
241,2021-11-19,DAL,PHX,PHX,-8.5,211.5
242,2021-11-19,TOR,SAC,SAC,-3.5,221.0
243,2021-11-20,HOU,NYK,NYK,-10.5,213.5
244,2021-11-20,NOP,IND,IND,-7.5,207.0
245,2021-11-20,MIA,WAS,MIA,-2.0,208.0
246,2021-11-20,CHA,ATL,ATL,-7.5,226.5
247,2021-11-20,OKC,BOS,BOS,-9.0,205.0
248,2021-11-20,ORL,MIL,MIL,-12.5,215.0
249,2021-11-20,MEM,MIN,MIN,-2.5,221.0
250,2021-11-20,PHI,POR,POR,-7.0,216.5
251,2021-11-20,UTA,SAC,UTA,-7.5,221.5
252,2021-11-21,DAL,LAC,LAC,-5.5,209.0
253,2021-11-21,LAL,DET,LAL,-7.0,213.5
254,2021-11-21,NYK,CHI,CHI,-5.5,213.0
255,2021-11-21,DEN,PHX,PHX,-10.5,208.5
256,2021-11-21,TOR,GSW,GSW,-8.5,217.0
257,2021-11-22,BKN,CLE,BKN,-5.5,208.5
258,2021-11-22,CHA,WAS,WAS,-4.5,216.0
259,2021-11-22,OKC,ATL,ATL,-13.0,212.5
260,2021-11-22,HOU,BOS,BOS,-11.5,213.5
261,2021-11-22,IND,CHI,CHI,-1.5,216.5
262,2021-11-22,ORL,MIL,MIL,-13.5,218.5
263,2021-11-22,MIN,NOP,MIN,-3.0,214.0
264,2021-11-22,PHX,SAS,PHX,-5.5,219.5
265,2021-11-22,MEM,UTA,UTA,-11.0,221.5
266,2021-11-22,PHI,SAC,SAC,-5.0,220.0
267,2021-11-23,MIA,DET,MIA,-10.5,208.5
268,2021-11-23,LAL,NYK,NYK,-4.5,214.5
269,2021-11-23,DEN,POR,POR,-10.0,212.5
270,2021-11-23,DAL,LAC,LAC,-3.0,212.0
271,2021-11-24,PHX,CLE,PHX,-7.0,211.5
272,2021-11-24,LAL,IND,IND,-6.5,217.0
273,2021-11-24,CHA,ORL,CHA,-8.0,219.0
274,2021-11-24,BKN,BOS,BOS,-1.5,217.5
275,2021-11-24,CHI,HOU,CHI,-9.5,217.5
276,2021-11-24,TOR,MEM,MEM,-3.5,217.5
277,2021-11-24,DET,MIL,MIL,-15.0,213.0
278,2021-11-24,MIA,MIN,MIA,-1.0,213.5
279,2021-11-24,WAS,NOP,WAS,-3.5,211.0
280,2021-11-24,UTA,OKC,UTA,-13.5,208.5
281,2021-11-24,ATL,SAS,ATL,-3.5,222.5
282,2021-11-24,PHI,GSW,GSW,-10.0,216.5
283,2021-11-24,POR,SAC,POR,-3.5,225.0
284,2021-11-26,DET,LAC,LAC,-11.5,205.5
285,2021-11-26,MIN,CHA,CHA,-2.5,226.0
286,2021-11-26,PHX,NYK,PHX,-4.0,214.5
287,2021-11-26,CHI,ORL,CHI,-9.5,212.5
288,2021-11-26,TOR,IND,IND,-4.5,209.5
289,2021-11-26,ATL,MEM,ATL,-1.0,227.0
290,2021-11-26,WAS,OKC,WAS,-6.5,207.5
291,2021-11-26,BOS,SAS,BOS,-4.5,213.5
292,2021-11-26,MIL,DEN,MIL,-6.5,214.5
293,2021-11-26,NOP,UTA,UTA,-13.5,218.5
294,2021-11-26,POR,GSW,GSW,-6.0,225.0
295,2021-11-26,SAC,LAL,LAL,-7.5,228.5
296,2021-11-27,MIN,PHI,PHI,-6.5,217.5
297,2021-11-27,NYK,ATL,ATL,-7.5,216.5
298,2021-11-27,PHX,BKN,BKN,-1.5,225.5
299,2021-11-27,ORL,CLE,CLE,-10.0,205.5
300,2021-11-27,MIA,CHI,MIA,-1.0,209.5
301,2021-11-27,CHA,HOU,CHA,-5.0,227.0
302,2021-11-27,WAS,DAL,DAL,-6.5,213.0
303,2021-11-27,NOP,UTA,UTA,-12.5,215.0
304,2021-11-28,GSW,LAC,GSW,-2.5,215.0
305,2021-11-28,MIL,IND,MIL,-2.0,216.5
306,2021-11-28,BOS,TOR,BOS,-1.5,207.0
307,2021-11-28,SAC,MEM,MEM,-4.0,223.0
308,2021-11-28,DET,LAL,LAL,-10.5,214.0
309,2021-11-29,ORL,PHI,PHI,-14.0,205.5
310,2021-11-29,DEN,MIA,MIA,-3.0,205.5
311,2021-11-29,CHA,CHI,CHI,-5.5,224.5
312,2021-11-29,OKC,HOU,HOU,-2.5,217.0
313,2021-11-29,IND,MIN,MIN,-4.0,219.5
314,2021-11-29,CLE,DAL,DAL,-6.5,210.5
315,2021-11-29,WAS,SAS,WAS,-3.0,215.0
316,2021-11-29,POR,UTA,UTA,-7.0,221.5
317,2021-11-29,NOP,LAC,LAC,-7.0,211.0
318,2021-11-30,NYK,BKN,BKN,-6.0,215.0
319,2021-11-30,MEM,TOR,TOR,-3.0,215.0
320,2021-11-30,GSW,PHX,PHX,-3.5,222.5
321,2021-11-30,DET,POR,POR,-7.5,209.0
322,2021-11-30,LAL,SAC,SAC,0,224.0
323,2021-12-01,ATL,IND,IND,-2.0,216.5
324,2021-12-01,DEN,ORL,DEN,-8.0,207.5
325,2021-12-01,MIN,WAS,WAS,-3.5,217.0
326,2021-12-01,PHI,BOS,BOS,-3.0,206.5
327,2021-12-01,CLE,MIA,MIA,-3.0,206.0
328,2021-12-01,CHA,MIL,MIL,-9.0,230.5
329,2021-12-01,DAL,NOP,DAL,-4.0,216.0
330,2021-12-01,HOU,OKC,OKC,-2.5,216.5
331,2021-12-01,SAC,LAC,LAC,-6.0,215.0
332,2021-12-02,CHI,NYK,CHI,-2.0,209.5
333,2021-12-02,MIL,TOR,TOR,-1.0,216.0
334,2021-12-02,OKC,MEM,MEM,-11.0,210.5
335,2021-12-02,DET,PHX,PHX,-11.5,207.5
336,2021-12-02,SAS,POR,POR,-5.0,215.5
337,2021-12-03,MIA,IND,IND,-5.5,206.0
338,2021-12-03,CLE,WAS,WAS,-3.0,208.5
339,2021-12-03,PHI,ATL,ATL,-2.5,216.0
340,2021-12-03,MIN,BKN,BKN,-9.0,219.0
341,2021-12-03,ORL,HOU,HOU,-3.0,217.5
342,2021-12-03,NOP,DAL,DAL,-7.0,215.0
343,2021-12-03,BOS,UTA,UTA,-8.0,210.0
344,2021-12-03,PHX,GSW,GSW,-7.0,215.0
345,2021-12-03,LAC,LAL,LAL,-2.5,218.5
346,2021-12-04,DEN,NYK,NYK,-2.5,209.0
347,2021-12-04,CHI,BKN,BKN,-2.5,222.0
348,2021-12-04,MIA,MIL,MIL,-6.5,211.0
349,2021-12-04,MEM,DAL,DAL,0,214.5
350,2021-12-04,SAS,GSW,GSW,-9.0,219.0
351,2021-12-04,BOS,POR,POR,-1.0,211.0
352,2021-12-04,LAC,SAC,LAC,-1.5,219.5
353,2021-12-05,UTA,CLE,UTA,-5.0,213.0
354,2021-12-05,CHA,ATL,ATL,-7.5,225.5
355,2021-12-05,WAS,TOR,TOR,-1.0,212.5
356,2021-12-05,NOP,HOU,NOP,-2.5,222.0
357,2021-12-06,PHI,CHA,PHI,-7.5,214.5
358,2021-12-06,OKC,DET,DET,-3.0,205.5
359,2021-12-06,WAS,IND,IND,-5.5,211.5
360,2021-12-06,MEM,MIA,MIA,-5.5,214.0
361,2021-12-06,DEN,CHI,CHI,-2.0,213.5
362,2021-12-06,CLE,MIL,MIL,-8.5,215.5
363,2021-12-06,ATL,MIN,MIN,-2.0,221.5
364,2021-12-06,SAS,PHX,PHX,-7.0,216.0
365,2021-12-06,ORL,GSW,GSW,-15.5,217.0
366,2021-12-06,LAC,POR,LAC,-4.5,213.5
367,2021-12-07,BKN,DAL,BKN,-1.5,221.0
368,2021-12-07,NYK,SAS,NYK,-1.5,211.0
369,2021-12-07,BOS,LAL,LAL,-3.0,219.5
370,2021-12-08,PHI,CHA,PHI,-6.5,216.0
371,2021-12-08,CHI,CLE,CLE,-3.0,212.5
372,2021-12-08,WAS,DET,WAS,-5.0,210.5
373,2021-12-08,NYK,IND,IND,-5.0,208.0
374,2021-12-08,MIL,MIA,MIL,-6.5,217.0
375,2021-12-08,OKC,TOR,TOR,-7.5,206.0
376,2021-12-08,BKN,HOU,BKN,-3.5,223.0
377,2021-12-08,DAL,MEM,MEM,-1.0,218.0
378,2021-12-08,UTA,MIN,UTA,-6.5,218.0
379,2021-12-08,DEN,NOP,DEN,-2.0,213.0
380,2021-12-08,POR,GSW,GSW,-14.5,215.5
381,2021-12-08,ORL,SAC,SAC,-7.0,222.5
382,2021-12-08,BOS,LAC,LAC,-1.5,208.5
383,2021-12-09,UTA,PHI,UTA,-3.0,215.5
384,2021-12-09,LAL,MEM,LAL,-4.0,221.5
385,2021-12-09,DEN,SAS,SAS,-2.0,216.5
386,2021-12-10,SAC,CHA,SAC,-1.5,232.0
387,2021-12-10,DAL,IND,IND,-2.0,213.5
388,2021-12-10,BKN,ATL,ATL,-2.5,227.5
389,2021-12-10,NYK,TOR,TOR,-1.5,207.5
390,2021-12-10,MIL,HOU,MIL,-9.5,227.5
391,2021-12-10,CLE,MIN,CLE,-1.5,213.5
392,2021-12-10,DET,NOP,NOP,-6.5,211.0
393,2021-12-10,LAL,OKC,LAL,-3.5,218.0
394,2021-12-10,BOS,PHX,PHX,-3.0,214.0
395,2021-12-11,ORL,LAC,LAC,-8.5,214.5
396,2021-12-11,UTA,WAS,UTA,-7.0,220.5
397,2021-12-11,SAC,CLE,CLE,-6.5,222.5
398,2021-12-11,CHI,MIA,CHI,-1.5,208.5
399,2021-12-11,HOU,MEM,MEM,-7.5,218.5
400,2021-12-11,GSW,PHI,GSW,-3.0,212.5
401,2021-12-11,DEN,SAS,SAS,0,219.0
402,2021-12-12,MIL,NYK,MIL,-6.0,215.0
403,2021-12-12,BKN,DET,BKN,-7.0,211.5
404,2021-12-12,DAL,OKC,DAL,-4.0,206.5
405,2021-12-12,NOP,SAS,SAS,-2.0,220.5
406,2021-12-12,MIN,POR,POR,-3.0,224.5
407,2021-12-12,ORL,LAL,LAL,-9.5,220.5
408,2021-12-13,MIA,CLE,CLE,-5.5,208.0
409,2021-12-13,GSW,IND,GSW,-4.0,213.5
410,2021-12-13,SAC,TOR,TOR,-4.5,222.0
